OID|ACCT_TYPE|NAME|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|TOTAL|RPT_ID
131455|101|April 2020-Due from Participating Unions||||28700|777839
131456|102|All Other Accounts|||||777839
127054|101|PREPAID ACCOUNT (ATT)||||306|740515
127056|102|All Other Accounts|||||740515
127055|101|PAYROLL REFUNDS||||90|740515
131313|102|All Other Accounts|0|0|0|0|776379
131578|102|All Other Accounts|||||780706
131419|102|All Other Accounts||||153433|777729
131828|102|All Other Accounts|||||782213
131189|102|All Other Accounts||||1318|766080
132582|102|All Other Accounts|0|0|0|0|782933
131072|102|All Other Accounts|0|0|0|449168|755642
131677|101|JORDAN HIGH VOLTAGE INC||||20908|781944
131662|101|JACOB EVANS||13000||13000|781944
131676|101|HOOPER CORP||||18722|781944
131675|101|HEART UTILITIES||||13956|781944
131674|101|HAUGLAND VIRGIN ISLANDS||||33291|781944
131673|101|EDISON POWER||||19651|781944
131672|101|CONTI||||15910|781944
131671|101|C & C POWERLINE INC||||17860|781944
131670|101|BBC ELECTRICAL SERVICES||||7031|781944
131669|101|ARC AMERICAN INC||||42478|781944
131668|101|ALDRIDGE ELECTRIC INC||||7418|781944
131667|101|TIMOTHY WALLACE||15795||15795|781944
131666|101|KOREY MOTSINGER||11000||11000|781944
131665|101|KIAN MURPHY||11000||11000|781944
131664|101|CHRIS TILLIS||6000||6000|781944
131663|101|KURTIS WALTERS||15792||15792|781944
131684|102|All Other Accounts|0|0||10194|781944
131683|101|XTREME POWERLINE CONST.||||29843|781944
131682|101|W.A. CHESTER LLC||||15537|781944
131681|101|SPE UTILITY CONTRACTORS||||7061|781944
131680|101|SERVICE ELECTRIC COMPANY||||95125|781944
131679|101|MICHELS CORPORATION||||6911|781944
131678|101|L.E. MYERS CO||||9994|781944
131969|102|All Other Accounts|215||1140|794|782367
131179|102|All Other Accounts||||131198|766008
131356|102|All Other Accounts|0|0||0|777584
131350|102|All Other Accounts||||0|777505
131330|102|All Other Accounts||||0|777323
131344|102|All Other Accounts||||0|777456
132181|101|46 NO CA CARPENTERS CONFERENCE BOARD |0|0|0|47150|782759
132182|102|All Other Accounts|1563|42|4392|9548|782759
131837|101|46 NO CA CARPENTERS CONFERENCE BOARD |0|0|0|86730|782223
131839|102|All Other Accounts|1670|85|6652|14135|782223
131838|101|NO CA CARPENTERS REGIONAL COUNCIL|0|0|0|23223|782223
131262|102|All Other Accounts|||||773330
131513|102|All Other Accounts|0|0|0|0|780540
130965|102|All Other Accounts||||608000|753826
132194|102|All Other Accounts|||||782786
131314|102|All Other Accounts|0|0|0|0|776389
131486|102|All Other Accounts||||310978|778005
131509|101|NONE ITEMIZED|0|0|0|0|779384
131510|102|All Other Accounts|0|0|0|0|779384
131642|102|All Other Accounts|6474|176|16842|30118|780892
132507|102|All Other Accounts|||||782858
131265|102|All Other Accounts||||109872|773408
131343|102|All Other Accounts|||||777414
132751|101|North Allegheny Federation of Teachers|0|14406|0|43365|783067
132682|101|Birmingham Federation of Teachers|36243|24162|0|96647|783067
132715|101|Anderson Federation of Teachers|7577|0|0|30310|783067
132714|101|Amarillo Federation of Teachers|4802|16007|0|25611|783067
132713|101|AFT St. Louis|27983|0|0|111932|783067
132712|101|AFT Kent Classified|6755|0|0|13510|783067
132711|101|AFT Everett Professional Staff|1175|4308|0|6657|783067
132710|101|AFT Arizona|7240|19306|0|33785|783067
132709|101|Peabody Federation of Teachers|11457|0|0|22914|783067
132708|101|Graduate Employees Organization|24010|0|0|48020|783067
132707|101|Alliance of Charter School Employees|7054|0|0|17634|783067
132706|101|United Teachers of Monroe|10064|0|0|40256|783067
132705|101|United Academics of Oregon State University|0|16238|0|24357|783067
132704|101|Indian River County Education Association|14998|0|0|59993|783067
132703|101|Fed of College Clerical & Technical Personnel|11910|7940|0|31759|783067
132702|101|Washtenaw County Assistant|0|7832|0|7832|783067
132701|101|New London Fed of Non-Certified Persnnl|583|6990|0|9321|783067
132700|101|Maryland Classified Employees Association|31947|74542|0|138436|783067
132699|101|HPAE Local 05621|14245|0|0|35614|783067
132698|101|HPAE Local 05186|8234|0|0|20585|783067
132697|101|HPAE Local 05185|16631|0|0|41578|783067
132696|101|HPAE Local 05147|9331|0|0|23327|783067
132695|101|HPAE Local 05138|7442|0|0|18604|783067
132694|101|HPAE Local 05135|7372|36861|0|51605|783067
132693|101|HPAE Local 05131|25543|0|0|63859|783067
132692|101|HPAE Local 05118|41072|0|0|102681|783067
132691|101|HPAE Local 05106|5125|0|0|12812|783067
132690|101|HPAE Local 05105|18268|0|0|45671|783067
132689|101|HPAE Local 05103|7127|0|0|17818|783067
132688|101|HPAE Local 05094|60639|0|0|151598|783067
132687|101|HPAE Local 05091|12387|0|0|30968|783067
132686|101|HPAE Local 05089|31887|0|0|79716|783067
132685|101|HPAE Local 05058|34070|0|0|85176|783067
132684|101|HPAE Local 05030|15249|0|0|38123|783067
132683|101|HPAE Local 05004|18553|0|0|46383|783067
132716|101|Backus Federation of Nurses|6711|0|0|26845|783067
132750|101|New Lexington Federation of Teachers|7460|12433|0|27353|783067
132749|101|Nevada Classified School Empl & Publ Workers Assn|10841|32524|0|54206|783067
132748|101|Monroe Federation of Teachers|7823|0|0|19559|783067
132747|101|Midland Intermediate Federation of Teachers|1566|4699|0|8615|783067
132746|101|Michigan Alliance of Charter Teachers & Staff|4386|6579|0|17544|783067
132745|101|Medway Federation of Teachers|4342|4342|0|13026|783067
132744|101|Massachusetts Library Staff Association|10659|0|0|42637|783067
132743|101|Lighthouse Charter Association|852|4826|0|6530|783067
132742|101|Lawrence & Memorial Healthcare Workers Union|0|8043|0|32171|783067
132741|101|Lane Community College Employees Federation|9066|0|0|22664|783067
132740|101|Kean University Adjunct Faculty Federation|3726|1863|0|7452|783067
132739|101|Jefferson Federation of Teachers|0|43221|0|83558|783067
132738|101|Houston Federation of Teachers|112060|0|0|448240|783067
132737|101|Houston Educational Support Personnel (HESP)|5868|0|0|5868|783067
132736|101|Hampton Federation of Teachers|13716|45720|0|73152|783067
132735|101|Graduate Employees Organizing Committee|1870|5610|0|9349|783067
132734|101|Gary Teachers Union|14774|68946|0|98494|783067
132733|101|Federation of Windham Hospital RNs|4895|2448|0|14685|783067
132732|101|Federation of NJARC Staff|2712|8135|0|18983|783067
132731|101|Fall River Fed of Paraprofessionals|4621|2310|0|11552|783067
132730|101|El Paso AFT|133914|44638|0|312467|783067
132729|101|East Chicago Teachers Federation|11396|64575|0|87366|783067
132728|101|East Baton Rouge Federation of Teachers|61152|101920|0|224223|783067
132727|101|Detroit Federation of Teachers|148216|0|0|296432|783067
132726|101|Del Rio AFT|0|24615|0|26108|783067
132725|101|Danbury & New Milford of Healthcare Technical Empl|10368|0|0|20735|783067
132724|101|Coventry Teachers Alliance|11450|0|0|45799|783067
132723|101|Coatesville Federation of Educational Employees|1307|7407|0|10021|783067
132722|101|Clear Fork Valley Education Association|6726|0|0|13451|783067
132721|101|City Union of Baltimore|30782|0|0|123127|783067
132720|101|Chelmsford Federation of Teachers|10072|0|0|40286|783067
132719|101|Bexar County Federation of Teachers|25395|0|0|63488|783067
132718|101|Berkeley Federation of Teachers|13496|0|0|53983|783067
132717|101|Berkeley Council of Classified Employees|10330|0|0|20660|783067
132767|102|All Other Accounts|143691|217303|0|30866538|783067
132766|101|Wisconsin FNHP Local 5000 AFT AFL-CIO|11785|0|0|47139|783067
132765|101|Wethersfield Federation of Teachers|5492|0|0|21969|783067
132764|101|West Hartford Federation of Dormitory Supervisors|0|15214|0|21734|783067
132763|101|United Academics-AAUP/AFT|7144|0|0|14288|783067
132762|101|Timberlane Teachers Association|5678|0|0|11356|783067
132761|101|State Center Federation of Teachers|0|14570|0|58281|783067
132760|101|St. Croix Federation of Teachers|0|11506|0|34517|783067
132759|101|Scranton Federation of Teachers|28548|0|0|71369|783067
132758|101|Savannah Federation of Teachers/PSRP|13256|0|0|33139|783067
132757|101|Rio Rancho School Employees Union|8054|4027|0|24161|783067
132756|101|Richland Federation of Teachers/School Employees|2424|7271|0|12118|783067
132755|101|Professional Staff Federation|4073|2036|0|12218|783067
132754|101|Portland Community College Federation of Faculty a|12213|0|0|48851|783067
132753|101|Oxnard Federation of Teachers and School Employees|18871|56614|0|132099|783067
132752|101|Northeast Houston AFT|28891|0|0|72227|783067
131763|102|All Other Accounts|||||782114
132557|102|All Other Accounts|0|0|0|75492|782890
132678|101|Local Union 712|27253|||97528|783062
132680|102|All Other Accounts||||5159251|783062
132679|101|Local Union 720|6326|||111851|783062
131188|102|All Other Accounts||||14758|766075
131065|102|All Other Accounts||||2072931|755599
131215|101|IFPTE LOCAL 4||||5753|766219
131221|102|All Other Accounts|4585|5991||41438|766219
131220|101|NJCSA COUNCIL 21||140559||140559|766219
131219|101|NJCSA COUNCIL 8||230984||230984|766219
131218|101|NJCSA COUNCIL 6||194210||194210|766219
131217|101|IFPTE LOCAL 195|168125|||168125|766219
131216|101|ESC-IFPTE LOCAL 20||||51038|766219
132510|101|LOCAL LODGE 1999|13038|23906|0|36944|782863
132513|102|All Other Accounts|9744|7412|0|17156|782863
132512|101|LOCAL LODGE 1510|6388|5999|0|12387|782863
132511|101|LOCAL LODGE 679|5160|16398|0|21558|782863
131230|101|Amazon Studios|0|0|0|20000|768487
131241|102|All Other Accounts|0|0|0|7863474|768487
131240|101|Writers Guild of America East|0|0|0|248193|768487
131239|101|United States Treasury|25000|0|0|25000|768487
131238|101|truTV|0|0|0|5000|768487
131237|101|Showtime|0|0|0|5000|768487
131236|101|Screen Actors Guild|0|0|0|12234|768487
131235|101|Peacock TV LLC|0|0|0|8000|768487
131234|101|HBO|0|0|0|10000|768487
131233|101|Disney Television Studios|0|0|0|10000|768487
131232|101|Directors Guild of America|0|0|0|16001|768487
131231|101|AppleTV+|0|0|0|10000|768487
132535|101|AMERICAN FEDERATION OF TEACHERS|4750|0||953702|782882
132552|102|All Other Accounts|7290|20092||10719437|782882
132551|101|WORKING AMERICA|12720|0||388298|782882
132550|101|TRANSAFRICA FORUM, INC|0|40440||40440|782882
132549|101|PRIDE AT WORK|0|30624||30858|782882
132548|101|OHIO STATE AFL-CIO|0|7479||7479|782882
132547|101|NORTH AMERICA'S BUILDING TRADES UNION|397|208279||244628|782882
132546|101|NATIONAL EDUCATION ASSOCIATION|62500|0||62500|782882
132545|101|METROPOLITAN WASHINGTON COUNCIL AFL-CIO|0|85967||92022|782882
132544|101|INTL CENTER ON CHILD LABOR & EDUCATION|0|9062||9062|782882
132543|101|INTERNATIONAL UNION OF POLICE ASSOCIATIONS|0|16264||20250|782882
132542|101|INTL ASSOC OF BRIDGE, STRUCT, ORNAM, IRON WORKERS|25|0||62851|782882
132541|101|GRASSROOTS DEMOCRATS|0|9329||9329|782882
132540|101|GOVERNMENT OF THE DISTRICT OF COLUMBIA|0|226928||226928|782882
132539|101|COMMUNICATIONS WORKERS OF AMERICA|3750|0||263302|782882
132538|101|COALITION OF LABOR UNION WOMEN|460|31772||33602|782882
132537|101|BAKERY, CONF, TOBACCO WRKRS & GRAIN MILLERS INTL|125|0||33975|782882
132536|101|AYKETA IVERSON|0|6173||6173|782882
131985|102|All Other Accounts|0|0|0|9117006|782460
131789|101|IBEW LOCAL UNION 0674|1638|18707|0|35275|782151
131807|102|All Other Accounts|38336|26107|0|9903916|782151
131806|101|IBEW LOCAL UNION 1532|1957|7189|0|10106|782151
131805|101|IBEW LOCAL UNION 2277|1080|37680|0|40200|782151
131804|101|IBEW LOCAL UNION 1658|13672|0|0|24535|782151
131803|101|IBEW LOCAL UNION 2295|22506|29142|0|114763|782151
131802|101|IBEW LOCAL UNION 2139|90|8358|0|10782|782151
131801|101|IBEW LOCAL UNION 1269|9180|38634|0|60054|782151
131800|101|IBEW LOCAL UNION 2249|17400|226730|0|267330|782151
131799|101|IBEW LOCAL UNION 2109|6840|60843|0|76803|782151
131798|101|IBEW LOCAL UNION 2000|480|15118|0|16238|782151
131797|101|IBEW LOCAL UNION 1618|4680|56472|0|67392|782151
131796|101|IBEW LOCAL UNION 2180|900|24510|0|26610|782151
131795|101|IBEW LOCAL UNION 1927|1140|28770|0|31430|782151
131794|101|IBEW LOCAL UNION 1941|6507|70|0|14737|782151
131793|101|IBEW LOCAL UNION 1922|23580|24829|0|80009|782151
131792|101|IBEW LOCAL UNION 0817|11547|31302|0|81448|782151
131791|101|IBEW LOCAL UNION 1505|12768|0|0|185801|782151
131790|101|IBEW LOCAL UNION 1499|10506|13036|0|64812|782151
132919|101|Operating Engineers|14331|88397|0|117059|785549
132920|102|All Other Accounts||||10063|785549
132187|101|LOCAL 135|0|66433|0|66433|782780
132191|102|All Other Accounts|0|7440|0|7440|782780
132190|101|LOCAL 58|6138|0|0|6138|782780
132189|101|LOCAL 182|0|0|0|9086|782780
132188|101|LOCAL 136|0|28872|0|28872|782780
131171|102|All Other Accounts||||0|765211
132854|101|Local 168 Scranton, PA|3809|0||6054|784414
132874|102|All Other Accounts|||||784414
132873|101|Local 0279 Ottawa, ON|84|0||73453|784414
132872|101|Local 1779 Kenosha, WI|7282|14974||25896|784414
132871|101|Local 1778 Lansing, MI|4214|7777||14908|784414
132870|101|Local 1772 Englewwod, CO|2184|0||7006|784414
132869|101|Local 1765 Olympia, WA|19694|6085||35626|784414
132868|101|Local 1751 Prisco, CO|1590|6805||9191|784414
132867|101|Local 1737 Douglas County CO|2165|12621||15868|784414
132866|101|Local 1625 Buffalo, NY|27830|26818||68563|784414
132865|101|Local 1591 Broward County, FL|13938|46||20953|784414
132864|101|Local 1563 Denver, CO|10890|11470||27804|784414
132863|101|Local 1256 El Paso, TX|3109|7287||11950|784414
132862|101|Local 1181 New York, NY|187031|0||585353|784414
132861|101|Local 1095 Jackson, MI|1378|3746||5812|784414
132860|101|Local 1028 Des Plaines, IL|118|0||10622|784414
132859|101|Local 821 Jersey City, NJ|6568|0||13300|784414
132858|101|Local 788 St. Louis, MO|10124|0||69359|784414
132857|101|Local 725 Birmingham, AL|3884|0||8058|784414
132856|101|Local 713 Memphis, TN|14830|18647||40893|784414
132855|101|Local 690 Fitchburg, MA|6417|0||10830|784414
131210|102|All Other Accounts|0|0|0|3429|766187
131538|101|NONE|0|0|0|0|780644
131539|102|All Other Accounts|0|0|0|0|780644
131259|102|All Other Accounts|0|0|0|490390|773317
131391|101|CWA LOCAL 39000|0|5019|0|5019|777652
131382|101|CWA LOCAL 2100|0|6991|0|7080|777652
131406|102|All Other Accounts|0|0|0|13642031|777652
131405|101|AMDAX COMM|2059|10296|0|12355|777652
131404|101|TECH FORCE|782|4434|0|5216|777652
131403|101|TUPELO-HONEY|3226|18279|0|21505|777652
131402|101|PAE|1686|10119|0|11805|777652
131401|101|ATLANTIS PARTNERS LLC|6329|42193|0|48522|777652
131400|101|CO/OP OPTICAL|592|6512|0|7104|777652
131399|101|NORTEASTERN COMM|1145|13734|0|14879|777652
131398|101|ADT SECURITY SVCS INC|1750|25083|0|26833|777652
131397|101|MERCURY UNITY GRP INC|4310|67524|0|71834|777652
131396|101|GRASS ROOTS STRATEGIES INC|431|8055|0|8486|777652
131395|101|VENTRA IONIA MAINE LLC|37001|111001|0|148002|777652
131394|101|CWA LOCAL 51211|7161|34598|0|41759|777652
131393|101|CWA LOCAL 81475|0|66000|0|66000|777652
131392|101|CWA LOCAL 51011|1601|9525|0|12268|777652
131390|101|CWA LOCAL 13000|0|5264|0|5264|777652
131389|101|CWA LOCAL 9509|0|18258|0|18258|777652
131388|101|CWA LOCAL 9423|0|5704|0|5856|777652
131387|101|CWA LOCAL 7777|40|9110|0|9151|777652
131386|101|CWA LOCAL 6001|0|27790|0|27790|777652
131385|101|CWA LOCAL 3640|0|5758|0|5758|777652
131384|101|CWA LOCAL 2252|0|7273|0|7273|777652
131383|101|CWA LOCAL 2108|0|24673|0|24673|777652
132036|102|All Other Accounts|0|0|0|2518200|782530
132516|102|All Other Accounts|||628|665857|782865
131174|102|All Other Accounts||||2544810|765242
131863|102|All Other Accounts|||||782253
131407|102|All Other Accounts||||0|777656
131527|101|Office of Personnel Management||||640740|780578
131531|102|All Other Accounts|||||780578
131530|101|Other Receivables||||390900|780578
131529|101|Insurance Carriers||||223072|780578
131528|101|United States Postal Service||||1182776|780578
131212|102|All Other Accounts||||483164|766195
132046|102|All Other Accounts|||||782558
132891|102|All Other Accounts|||||785354
131310|102|All Other Accounts|||||773987
131825|102|All Other Accounts|||||782200
132208|102|All Other Accounts|||||782815
132586|101|NONE ITEMIZED|0|0|0|0|782952
132587|102|All Other Accounts|6611|8334|23049|63521|782952
131830|101|ANTONIO ALANIS|0|5257|0|5257|782221
131834|102|All Other Accounts|10608|347988|0|1240424|782221
131833|101|HUGH HENRY CONSTRUCTION|2614|793|0|5357|782221
131832|101|STEVEN SCHMESKI|991|3728|0|5731|782221
131831|101|JEFFREY KARAS|0|5850|0|5850|782221
131490|102|All Other Accounts||||71036|778038
131287|102|All Other Accounts|||||773741
131378|102|All Other Accounts|||||777623
132533|102|All Other Accounts|0|0|0|347193|782880
132170|102|All Other Accounts|0|0|0|2539643|782707
132166|102|All Other Accounts|0|0|0|0|782690
132209|102|All Other Accounts|0|0|0|0|782820
132134|102|All Other Accounts|||||782619
131606|102|All Other Accounts|0|0|0|164566|780785
131357|102|All Other Accounts|0|0|0|165283|777586
132218|102|All Other Accounts|0|0||0|782836
132062|102|All Other Accounts|||||782583
132781|101|ACCTS REC-TIEATJUF|0|15027|0|15027|783076
132783|102|All Other Accounts|||||783076
132782|101|ACCTS REC-OTHER|0|734|0|734|783076
131567|102|All Other Accounts|||||780692
132840|101|EMPLOYER CONTRIBUTIONS|0|0|0|56340|783264
132841|102|All Other Accounts|||||783264
131994|102|All Other Accounts||||292335|782485
131447|102|All Other Accounts||||114385|777786
131917|101|NONE|0|0|0|0|782276
131918|102|All Other Accounts|0|0|0|0|782276
131971|102|All Other Accounts|||||782374
132169|102|All Other Accounts|||||782698
131417|101|US Treasury - Employer Retention Credits||||16024|777704
131418|102|All Other Accounts||||17985|777704
132055|102|All Other Accounts||||7711|782577
131411|102|All Other Accounts|||||777691
131377|102|All Other Accounts|0|0|0|0|777619
131707|102|All Other Accounts|||||782011
131592|101|NONE|0|0|0|0|780738
131593|102|All Other Accounts|0|0|0|0|780738
131191|102|All Other Accounts||||5326208|766082
131949|102|All Other Accounts|||0||782313
132798|102|All Other Accounts|||||783113
131774|101|NONE ITEMIZED|0|0|0|0|782132
131775|102|All Other Accounts|0|0|0|0|782132
132145|102|All Other Accounts|3296|655|13538|34727|782646
131410|102|All Other Accounts|||||777670
131109|102|All Other Accounts|||||756006
131501|102|All Other Accounts||||25303|778140
131533|102|All Other Accounts|||||780589
132596|101|PIIF|0|144280|0|144280|782981
132599|102|All Other Accounts|0|4500|0|214698|782981
132598|101|District Council 9 Scholarship Fund|3267|4442|0|7982|782981
132597|101|FTI of NY|250000|4530123|0|4780123|782981
131869|101|FLUOR CONSTRUCTION||||115131|782257
131876|102|All Other Accounts||||10862|782257
131875|101|MILCO NATIONAL||||14375|782257
131874|101|MATRIX||||9754|782257
131873|101|MADISON INDUSTRIAL SERV TEAM||||10423|782257
131872|101|JJ WHITE||||18257|782257
131871|101|ICON||||7821|782257
131870|101|G.R.P.||||6212|782257
132649|102|All Other Accounts|||||783022
132562|102|All Other Accounts|||||782896
132163|101|NONE|0|0|0|0|782685
132164|102|All Other Accounts|0|0|0|0|782685
131616|102|All Other Accounts||||46461|780836
131710|102|All Other Accounts|||||782016
131933|102|All Other Accounts|||||782294
131131|102|All Other Accounts||||22928|756332
131139|102|All Other Accounts||||65518|756370
131625|101|Contractor Assessments||||94375|780856
131627|102|All Other Accounts|||||780856
131626|101|Cost Sharing||||27377|780856
131326|102|All Other Accounts|||||777261
131119|102|All Other Accounts|0|0|0|860|756194
132796|101|RENT RECEIVABLE|0|70980|0|70980|783111
132797|102|All Other Accounts|0|0|0|0|783111
131826|102|All Other Accounts|0|0|0|0|782207
131958|101|N/A|0|0|0|0|782331
131959|102|All Other Accounts|0|0|0|0|782331
132893|101|DUES RECEIVABLE|0|0|0|14393|785388
132894|102|All Other Accounts|||||785388
132817|102|All Other Accounts|0|0|0|0|783163
132888|102|All Other Accounts|||||785293
131858|102|All Other Accounts|||||782247
132039|102|All Other Accounts||||19969|782536
131541|102|All Other Accounts|||||780654
132193|102|All Other Accounts|0|0|38407|38407|782783
131545|102|All Other Accounts|||||780664
131690|102|All Other Accounts|||||781962
131204|102|All Other Accounts|0|0|0|15678|766125
131209|102|All Other Accounts|||||766180
132143|102|All Other Accounts|0|0|0|0|782638
132050|102|All Other Accounts||||29332|782563
132013|101|N/A|0|0|0|0|782513
132014|102|All Other Accounts|||||782513
131955|102|All Other Accounts|0|0|0|0|782326
132560|102|All Other Accounts||||32167|782894
131335|101|NONE ITEMIZED|0|0|0|0|777353
131336|102|All Other Accounts|3160|1000|0|10190|777353
131970|102|All Other Accounts|||||782372
132219|102|All Other Accounts|||||782842
131594|102|All Other Accounts|0|0|0|43992|780747
131652|101|NONE ITEMIZED|0|0|0|0|781904
131653|102|All Other Accounts|1099|78|5616|10442|781904
132132|102|All Other Accounts|0|0|0|0|782617
131919|101|N/A|0|0|0|0|782278
131920|102|All Other Accounts|0|0|0|0|782278
132157|102|All Other Accounts||||1495|782669
131861|102|All Other Accounts|0|0|0|14406|782251
132207|102|All Other Accounts|0|0|0|0|782814
132195|102|All Other Accounts|||||782787
131634|102|All Other Accounts|||||780865
132502|101|NONE|0|0|0|0|782852
132503|102|All Other Accounts|0|0|0|1088|782852
131708|102|All Other Accounts|||||782012
132060|101|Not Applicable|0|0|0|0|782582
132061|102|All Other Accounts|||||782582
132509|102|All Other Accounts|||||782860
132038|102|All Other Accounts|0|0|0|0|782532
132795|102|All Other Accounts|0|0|0|0|783109
131542|102|All Other Accounts||||22635|780660
131450|102|All Other Accounts|0|0|0|255582|777797
131422|101|NONE ITEMIZED |0|0|0|0|777749
131423|102|All Other Accounts|8547|2035|17809|63407|777749
131651|102|All Other Accounts|0|0|0|86462|781900
131932|102|All Other Accounts|0|0|0|0|782291
132526|101|IRS refund||||59061|782869
132527|102|All Other Accounts|||||782869
131983|101|NONE|0|0|0|0|782454
131984|102|All Other Accounts|||0||782454
131740|102|All Other Accounts|||||782062
132563|102|All Other Accounts|||||782897
131696|101|ACCOUNTS RECEIVABLE|5133|1971|25621|41982|781983
131697|102|All Other Accounts|||||781983
131700|102|All Other Accounts|6313|1171|9258|43423|781986
132614|101|TWIN CITIES IRONWORKERS JAC||||54987|782995
132615|102|All Other Accounts||||0|782995
132204|101|Joint Apprenticeship Trust Fund||||13770|782798
132205|102|All Other Accounts|||||782798
131687|101|NONE ITEMIZED|0|0|0|0|781949
131688|102|All Other Accounts|78|0|0|1968|781949
131787|102|All Other Accounts|0|0|0|0|782149
132035|102|All Other Accounts|0|0|0|290000|782529
131579|102|All Other Accounts||||165769|780709
131520|101|NONE ITEMIZED|0|0|0|0|780558
131521|102|All Other Accounts|7763|8882|19904|85714|780558
131415|101|NONE|0|0|0|0|777694
131416|102|All Other Accounts|||||777694
131339|101|NONE ITEMIZED|0|0|0|0|777409
131340|102|All Other Accounts|5042|0|0|15708|777409
131599|102|All Other Accounts|0|0|0|272100|780756
132167|101|N/A|0|0|0|0|782694
132168|102|All Other Accounts|0|0|0|0|782694
131644|102|All Other Accounts|1498|177|8476|12809|781886
131643|101|NONE ITEMIZED|0|0|0|0|781886
132914|102|All Other Accounts||||97177|785524
131995|102|All Other Accounts|0|0|0|0|782487
132199|101|DUES RECEIVABLE||||91446|782793
132200|102|All Other Accounts|0|0|0|0|782793
131823|102|All Other Accounts||||24257|782196
132138|101|IWDC of NE Welfare Fund||||69818|782626
132139|102|All Other Accounts||||21143|782626
132907|102|All Other Accounts|0|0|0|0|785510
131812|102|All Other Accounts|||||782156
132176|102|All Other Accounts||||139902|782725
131944|102|All Other Accounts|5877|0|0|27521|782309
131002|101|LOCAL UNION MEMBERSHIP ||||52277|754634
131003|102|All Other Accounts|||||754634
132043|102|All Other Accounts|7295|4143|0|11438|782550
131595|102|All Other Accounts||||429639|780750
132923|102|All Other Accounts|||||785606
131610|102|All Other Accounts|||||780813
132801|102|All Other Accounts|||||783116
132137|102|All Other Accounts||||82032|782624
132058|101|N/A|0|0|0|0|782580
132059|102|All Other Accounts|0|0|0|0|782580
131347|102|All Other Accounts|||||777477
131829|102|All Other Accounts|||||782219
132626|102|All Other Accounts|0|0|0|2715186|783016
132033|101|NONE|0|0|0|0|782527
132034|102|All Other Accounts|2981|2404|7234|25680|782527
131498|102|All Other Accounts||||22000|778113
131205|102|All Other Accounts|0|0|0|56051|766144
131420|102|All Other Accounts|||||777730
131630|102|All Other Accounts|0|0|0|0|780861
132118|102|All Other Accounts||||32721|782593
131324|101|SEIU INTERNATIONAL UNION|16667|||41667|777223
131325|102|All Other Accounts|0|0|0|10606|777223
131286|102|All Other Accounts|||||773737
132042|102|All Other Accounts|||||782539
132584|102|All Other Accounts|903|58|943|4133|782947
131877|102|All Other Accounts|||||782265
131813|102|All Other Accounts|350|415|0|14899|782159
131660|102|All Other Accounts||||41507|781922
132184|102|All Other Accounts||||111533|782773
131727|101|S&L ELECTRIC||||9989|782045
131734|102|All Other Accounts|0|0|0|28706|782045
131733|101|MJ MURRAY ELECTRIC|0|0|0|12287|782045
131732|101|O'CONNELL ELECTRIC|0|0|0|7332|782045
131731|101|COLLINS HAMMOND ELECTRIC|0|0|0|11382|782045
131730|101|WEYMAN ELECTRIC||||5438|782045
131729|101|NYTRIC ELECTRIC||||6954|782045
131728|101|MATCO ELECTRIC||||5339|782045
131540|102|All Other Accounts|||||780651
131312|102|All Other Accounts|0|0|0|0|774030
131816|102|All Other Accounts||||110031|782162
132889|102|All Other Accounts||||94356|785302
132530|102|All Other Accounts|||||782878
131587|102|All Other Accounts||||252478|780712
131782|101|NONE ITEMIZED|0|0|0|0|782146
131783|102|All Other Accounts|0|0|0|523922|782146
131772|101|NONE|0|0|0|0|782131
131773|102|All Other Accounts|2856|1703|13754|28312|782131
131607|101|Various||||17692|780787
131608|102|All Other Accounts|||||780787
132128|102|All Other Accounts|0|0|0|0|782610
132027|101|IRON WORKERS LOCAL 25 FRINGE BENEFIT FUND||||1132219|782524
132028|102|All Other Accounts|||||782524
131548|101|N/A|0|0|0|0|780670
131549|102|All Other Accounts|0|0|0|0|780670
132585|102|All Other Accounts|0|0|0|958190|782950
131922|102|All Other Accounts|||||782281
131354|102|All Other Accounts||||7892|777562
131581|101|TENSION||||3500|780711
131586|102|All Other Accounts|||||780711
131585|101|ART LITHOCRAFT||||2534|780711
131584|101|ALLIED LITHOCRAFT||||2078|780711
131583|101|GEORGIA PACIFIC||||2229|780711
131582|101|BURD & FLETCHER||||11331|780711
131546|101|NONE ITEMIZED|0|0|0|0|780668
131547|102|All Other Accounts|15678|1885|34022|102017|780668
131536|102|All Other Accounts||||165721|780616
131746|101|8th District Electrical Fringe  Benefit Fund||||62535|782078
131747|102|All Other Accounts|||||782078
131355|102|All Other Accounts||||150066|777583
131744|101|46 NO CA CARPENTERS CONFERENCE BOARD|0|0|0|245438|782072
131745|102|All Other Accounts|2309|814|14180|17941|782072
131609|102|All Other Accounts|0|0|0|0|780800
131999|102|All Other Accounts|||||782492
132501|102|All Other Accounts|0|0|0|573604|782851
131348|102|All Other Accounts|||||777486
132148|101|Southwest Laborers Escrow||||8166|782650
132149|102|All Other Accounts||||6782|782650
131633|102|All Other Accounts|||||780864
132529|102|All Other Accounts|||||782873
131190|102|All Other Accounts|||||766081
132890|102|All Other Accounts|||||785325
132601|102|All Other Accounts|||||782991
132000|102|All Other Accounts|||||782495
132812|101|Due from Employer||||23780|783152
132813|102|All Other Accounts|||||783152
