OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
301312|2101|ACTIVE|3165|T|777268
301313|2102|Agency Fee Payers|24|F|777268
301316|2101|ACTIVE|1089|T|777314
301317|2102|Agency Fee Payers|11|F|777314
301344|2101|ACTIVE|1640|T|777401
301345|2102|Agency Fee Payers|14|F|777401
301431|2101|ACTIVE|4509|T|777610
301432|2102|Agency Fee Payers|32|F|777610
305126|2101|Full Time Members|603|T|785190
305127|2101|Part Time Members|31|T|785190
302550|2101|Regular Members|2449|T|782028
302557|2102|Agency Fee Payers|10|F|782028
302556|2101|Arrears Members|257|F|782028
302555|2101|Disabled Members|66|T|782028
302554|2101|Retired Members|237|T|782028
302553|2101|Honorary Member|190|T|782028
302552|2101|Early Retired|257|T|782028
302551|2101|Apprentice|773|T|782028
303809|2101|FULL TIME|8268|T|782599
303810|2101|PART TIME|695|T|782599
301579|2101|Participating Unions|15|F|777839
301580|2102|Agency Fee Payers|0|F|777839
304664|2101|Active|6041|T|783031
304666|2101|Part Time|204|T|783031
304665|2101|Retired|1347|T|783031
291071|2101|MEMBERS IN GOOD STANDING|1362|T|740515
301254|2101|Regular Dues Paying|773|T|776379
301255|2101|Retirees|24|F|776379
301986|2101|Members - Regular|872|T|780706
301987|2101|Members - Apprentice|65|T|780706
305313|2101|Active members|65|T|786974
305314|2101|Retirees|8|T|786974
301496|2101|MEMBER TEACHERS OF PA PAYING FULL DUES|26615|T|777729
302946|2101|Apprentice VDV|3|T|782213
302943|2101|Inside Journeyman|626|T|782213
302945|2101|Residential Wireman|3|T|782213
302944|2101|Inside Apprentice|196|T|782213
302953|2102|Agency Fee Payers|1|F|782213
302952|2101|Construction Electrician|26|T|782213
302951|2101|Inside Wireman|11|T|782213
302950|2101|Construction Wireman|5|T|782213
302949|2101|Installer Trainer|9|T|782213
302948|2101|Unindentured Worker|30|T|782213
302947|2101|VDV Tech|23|T|782213
304504|2101|Active|5756|T|782933
300507|2101|BTA - BUILDING TRADES APPRENTICE|198|F|755642
300511|2101|MTT & BTT - METAL & BUILDING TRADES TRAINEE|235|F|755642
300510|2101|MTJ - METAL TRADES JOURNEYMEN|324|T|755642
300509|2101|MTA - METAL TRADES APPRENTICE|6|F|755642
300508|2101|BTJ - BUILDING TRADES JOURNEYMEN|2030|T|755642
302350|2101|"A" MEMBERS|1466|T|781944
302351|2101|"BA" MEMBERS|8|T|781944
303318|2101|EARLY RETIRED-SCHED 1|149|F|782367
303324|2101|HONORARY MEMBERS|24|F|782367
303323|2101|DISABLED OVER 50-SCHED 1|23|F|782367
303322|2101|RETIRED-SCHED 1|77|F|782367
303321|2101|APPRENTICE-SCHED 1|139|T|782367
303320|2101|PREAPPRENTICE-SCHED 1|25|T|782367
303319|2101|MEMBER, REGULAR-SCHED 1|504|T|782367
300765|2101|REGULAR MEMBERS|1027|T|766008
300767|2102|Agency Fee Payers|0|F|766008
300766|2101|EXECUTIVE BOARD, TRUSTEES, OFFICERS|19|T|766008
301409|2101|UNION MEMBERS|388|T|777584
301392|2101|ACTIVE|1364|T|777505
301393|2102|Agency Fee Payers|4|F|777505
301318|2101|ACTIVE|3945|T|777323
301319|2102|Agency Fee Payers|77|F|777323
301371|2101|ACTIVE|2236|T|777456
301372|2102|Agency Fee Payers|10|F|777456
301076|2101|Journeyman|844|T|773403
301083|2102|Agency Fee Payers|0|F|773403
301082|2101|Support|59|T|773403
301081|2101|Apprentice|175|T|773403
301080|2101|Exempt|18|T|773403
301079|2101|Disabled|50|T|773403
301078|2101|Life|201|T|773403
301077|2101|40 Year|71|T|773403
300617|2101|GENERAL MEMBERS IN PLUMBING AND PIPEFITTING TRADE|8853|T|756195
300618|2102|Agency Fee Payers|0|F|756195
304100|2101|WORKING MEMBERS|306|T|782759
304104|2101|EARLY RETIRED MEMBERS|24|T|782759
304103|2101|HONORARY MEMBERS|31|T|782759
304102|2101|RETIRED MEMBERS|38|T|782759
304101|2101|NON-WORKING MEMBERS|4|T|782759
302975|2101|WORKING MEMBERS|396|T|782223
302978|2101|EARLY RETIRED MEMBERS|56|T|782223
302977|2101|HONORARY MEMBERS|33|T|782223
302976|2101|RETIRED MEMBERS|60|T|782223
303681|2101|DISABLED|191|T|782546
303678|2101|ACTIVE|18859|T|782546
303680|2101|RETIRED|2226|T|782546
303679|2101|APPRENTICE|3234|T|782546
303684|2101|ARREARS|2398|F|782546
303683|2101|CONTRACTOR|17|F|782546
303682|2101|HONORARY|1117|T|782546
301072|2101|NFL GAME OFFICIALS|121|T|773330
301073|2101|NFL REPLAY OFFICIALS|17|T|773330
301772|2101|Mechanic|605|T|780540
301773|2102|Agency Fee Payers|0|F|780540
305292|2101|Regular,, All paid full dues|827|T|785581
305293|2102|Agency Fee Payers|827|F|785581
300576|2101|JOURNEYMEN|1363|T|756116
300578|2101|RETIREES|315|T|756116
300577|2101|APPRENTICES|257|T|756116
300230|2101|ACTIVE MEMBERS|2584|T|753826
300231|2101|RETIRED|295|T|753826
303695|2101|ACTIVE|1398|T|782552
303700|2101|ARREARS|215|F|782552
303699|2101|HONORARY|6|T|782552
303698|2101|DISABLED|6|T|782552
303697|2101|RETIRED|97|T|782552
303696|2101|APPRENTICE|464|T|782552
304146|2101|Apprentices|1403|T|782786
304155|2102|Agency Fee Payers|0|F|782786
304154|2101|Walk-Ins|1|F|782786
304153|2101|Pre Apprentice|31|T|782786
304152|2101|Honorary|1089|T|782786
304151|2101|Called to military service|23|T|782786
304150|2101|SS/Disabled members|449|T|782786
304149|2101|Retirees|1538|T|782786
304148|2101|Early retirees|1518|T|782786
304147|2101|Regular members|7013|T|782786
301256|2101|SS/Disability|250|T|776389
301264|2101|Walk-Ins|1|F|776389
301263|2101|Retirees|699|T|776389
301262|2101|Pre Apprentice|9|T|776389
301261|2101|Regular Member|2668|T|776389
301260|2101|In Military Service|11|T|776389
301259|2101|Honorary Members|511|T|776389
301258|2101|Early Retirees|826|T|776389
301257|2101|Apprentices|465|T|776389
301635|2101|Local Labor Unions|6|T|778005
303823|2101|Public sector|3998|T|782606
303825|2102|Agency Fee Payers|0|F|782606
303824|2101|Private sector|67|T|782606
301762|2101|SEE ITEM 69|0|F|779384
301763|2102|Agency Fee Payers|0|F|779384
302246|2101|Early Retired|257|T|780892
302243|2101|Journeyman|3834|T|780892
302245|2101|Retired|193|T|780892
302244|2101|Apprentice|856|T|780892
302247|2101|Honorary|82|T|780892
304294|2101|Journeymen|1170|T|782858
304297|2101|Lifetime and disabled members|306|T|782858
304296|2101|40 Years active|121|T|782858
304295|2101|Apprentice|753|T|782858
301084|2101|REGULAR|452|T|773408
301087|2101|RETIRED 40 & FREE|169|T|773408
301086|2101|APPRENTICE|47|T|773408
301085|2101|RETIRED|82|T|773408
301357|2101|ACTIVE MEMBERS|14367|T|777414
301360|2102|Agency Fee Payers|147|F|777414
301359|2101|RESIGNED MEMBERS|124|F|777414
301358|2101|PENDING MEMBERS|967|F|777414
304810|2101|Full Per Capita Tax Payers|738799|T|783067
304818|2102|Agency Fee Payers|3025|F|783067
304817|2101|Retiree Members|442113|T|783067
304816|2101|Merged Local and State Members|167651|T|783067
304815|2101|Associate Members|29664|F|783067
304814|2101|Laid Off Members and Unpaid Leave Members|5574|T|783067
304813|2101|One Eighth Per Capita Tax Payers|20569|T|783067
304812|2101|One Quarter Per Capita Tax Payers|62950|T|783067
304811|2101|One Half Per Capita Tax Payers|219013|T|783067
302720|2101|General Voting Members|16435|T|782114
302721|2102|Agency Fee Payers|0|F|782114
304373|2101|ACTIVE|1986|T|782890
304376|2102|Agency Fee Payers|1|F|782890
304375|2101|SENIORITY RETENTION|476|F|782890
304374|2101|ACTIVE EXTRA|3|T|782890
304789|2101|Journeyman|67948|T|783062
304800|2101|Military|146|T|783062
304799|2101|Navy Retired|6|F|783062
304798|2101|Shopmen Retireess|1020|F|783062
304797|2101|Lifetime|22241|T|783062
304796|2101|Honorary|6904|T|783062
304795|2101|Riggers|137|T|783062
304794|2101|Shop Apprentices|237|F|783062
304793|2101|Shopmen|8950|T|783062
304792|2101|Probationary|3387|F|783062
304791|2101|Trainees|1016|F|783062
304790|2101|Apprentices|14449|F|783062
300795|2101|ACTIVE MEMBER|25177|T|766075
300800|2102|Agency Fee Payers|1|F|766075
300799|2101|OFFICIAL MEMBER|1783|F|766075
300798|2101|LIFE MEMBER|3732|F|766075
300797|2101|UNEMPLOYED MEMBER|0|F|766075
300796|2101|RETIRED MEMBER|91|F|766075
300499|2101|Active Members|87074|T|755599
300501|2102|Agency Fee Payers|14|F|755599
300500|2101|Associate Members|499|F|755599
300933|2101|Members|59255|T|766219
300934|2102|Agency Fee Payers|551|F|766219
304312|2102|Agency Fee Payers|0|F|782863
304311|2101|ACTIVE|47615|T|782863
301015|2101|Current|11171|T|768487
301019|2102|Agency Fee Payers|39|F|768487
301018|2101|Associate|5291|F|768487
301017|2101|Emeritus|7343|F|768487
301016|2101|Post Current|1958|F|768487
304360|2101|Member - Affl National and International Unions|8372763|T|782882
304363|2101|Member - Direct Local Affiliates|48417|T|782882
304362|2101|Assoc Members - Directly Affil Local Unions|3612588|F|782882
304361|2101|Member - Directly Affil Local Unions|11|T|782882
303418|2101|BUILDING TRADES JOURNEYMAN|276431|T|782460
303422|2101|OTHER|14972|T|782460
303421|2101|METAL TRADES APPRENTICES|2031|T|782460
303420|2101|METAL TRADES JOURNEYMAN|16330|T|782460
303419|2101|BUILDING TRADES APPRENTICES|45842|T|782460
302835|2101|"A" MEMBERS|408388|T|782151
302837|2102|Agency Fee Payers|2961|F|782151
302836|2101|"BA' MEMBERS|269979|T|782151
305277|2101|National and International Unions|17|T|785549
304136|2101|REGULAR MEMBERS|19121|T|782780
304138|2102|Agency Fee Payers|0|F|782780
304137|2101|SUPERANNUATED MEMBERS|3764|T|782780
300730|2101|Active Member|1262|T|765211
300731|2102|Agency Fee Payers|0|F|765211
305091|2101|Active Members|148796|T|784414
305095|2102|Agency Fee Payers|0|F|784414
305094|2101|Members at Large Pension|823|F|784414
305093|2101|Members at Large Active|38|F|784414
305092|2101|Pension Members|46012|T|784414
300924|2101|Active Members|5369|T|766187
300925|2102|Agency Fee Payers|0|F|766187
301889|2101|REGULAR MEMBER|9235|T|780644
301890|2102|Agency Fee Payers|3|F|780644
301066|2101|ACTIVE|143324|T|773317
301070|2102|Agency Fee Payers|0|F|773317
301069|2101|OTHER|3559|T|773317
301068|2101|RETIRED - AGE 75|1619|T|773317
301067|2101|RETIRED - AGE 65|4395|T|773317
301463|2101|Active Members|364219|T|777652
301466|2102|Agency Fee Payers|18728|F|777652
301465|2101|Retiree-Non Dues Paying Members|204512|F|777652
301464|2101|Retiree-Dues Paying Members|58691|T|777652
303648|2101|MEMBERS|30966|T|782530
303649|2102|Agency Fee Payers|0|F|782530
304319|2101|Core Members|14|T|782865
304320|2102|Agency Fee Payers|0|F|782865
300741|2101|Members in good standing|6372|T|765242
300742|2102|Agency Fee Payers|13|F|765242
303052|2101|PARTICIPATING INTERNATIONAL UNIONS|29|T|782253
303053|2102|Agency Fee Payers|0|F|782253
305201|2101|ASSOCIATE STAFF|1739|T|785478
305203|2101|RETIRED|256|F|785478
305202|2101|PROFESSIONAL STAFF|2271|T|785478
301467|2101|ACTIVE|36088|T|777656
301468|2102|Agency Fee Payers|475|F|777656
301813|2101|Regular rural carriers and part-time flexible|59930|T|780578
301816|2101|Associate Members|181|F|780578
301815|2101|Retired Members|18344|T|780578
301814|2101|Relief carriers|34878|T|780578
300928|2101|ACTIVE MEMBER|195635|T|766195
300929|2101|RETIRED MEMBER|93230|T|766195
303712|2101|Active Members|4283|T|782558
303717|2101|Military Leave of Absence|6|T|782558
303716|2101|50 yr. Retired Members after 1992|43|T|782558
303715|2101|50 yr. Retired Members before 1993|10|T|782558
303714|2101|Retired Members after 1992|1190|T|782558
303713|2101|Retired members before 1993|9|T|782558
291392|2101|MEMBERS - TRANSFER TO LOCAL 100 #019-802|0|T|741924
305166|2101|CONSTRUCTION MEMBERS|162|T|785354
305169|2101|NO DUES RETIREES|18|T|785354
305168|2101|DUES PAYING RETIREES|99|T|785354
305167|2101|NON CONSTUCTION MEMBERS|22|T|785354
301239|2101|General Members who pay full dues|269|T|773987
302934|2101|REGULAR ACTIVE MEMBERS|1408|T|782200
302935|2101|RETIRED MEMBERS|53|T|782200
304189|2101|Regular Members|1439|T|782815
304191|2101|50 Year Membership|115|F|782815
304190|2101|Retired Membership 25Years (62+)|185|T|782815
302570|2101|ACTIVE|486|T|782038
302575|2101|ARREARS|58|F|782038
302574|2101|HONORARY|28|T|782038
302573|2101|DISABLED|1|T|782038
302572|2101|RETIRED|79|T|782038
302571|2101|APPRENTICE|86|T|782038
304536|2101|JOURNEYMAN|1376|T|782952
304539|2101|HONORARY|181|T|782952
304538|2101|RETIRED|361|T|782952
304537|2101|APPRENTICE|160|T|782952
302966|2101|MEMBERS|29177|T|782221
302967|2102|Agency Fee Payers|0|F|782221
301657|2101|REGULAR|340|T|778038
301666|2101|GOLDEN|32|T|778038
301665|2101|NON CONSTRUCTION|5|T|778038
301664|2101|INACTIVE|45|T|778038
301663|2101|LASALLE COUNTY HIGHWAY DEP|29|T|778038
301662|2101|ILLINI PRECAST|1|T|778038
301661|2101|CITY EMPLOYEES|17|T|778038
301660|2101|OTTAWA PAVILION|55|T|778038
301659|2101|APPRENTICE|23|T|778038
301658|2101|RETIRED|243|T|778038
301189|2101|BTRM|234|T|773741
301197|2102|Agency Fee Payers|0|F|773741
301196|2101|PWRM MH|119|T|773741
301195|2101|PWRM TD|2|T|773741
301194|2101|PWRM22|94|T|773741
301193|2101|BTRT|117|T|773741
301192|2101|BTDS|6|T|773741
301191|2101|VTBT|8|T|773741
301190|2101|BTAM|60|T|773741
304946|2101|BA MEMBERS|626|T|783154
304947|2101|A MEMBERS|74|T|783154
301441|2101|Apprentice|34|T|777623
301448|2101|Unclassified|2|T|777623
301447|2101|Teledata|3|T|777623
301446|2101|Residential Wireman|1|T|777623
301445|2101|Journeyman Wireman|204|T|777623
301444|2101|Instrument Technician|3|T|777623
301443|2101|Construction Wireman|8|T|777623
301442|2101|Construction Electrician|4|T|777623
304354|2101|JOURNEYMEN|643|T|782880
304357|2101|RETIRED|284|T|782880
304356|2101|RETIRED - LIFE|117|T|782880
304355|2101|APPRENTICE|169|F|782880
304056|2101|CONTRACTOR MEMBERS|24|T|782707
304061|2101|EARLY RETIRED MEMBERS|1845|T|782707
304060|2101|HONORARY MEMBERS|1650|T|782707
304059|2101|RETIRED OR DISABLED MEMBERS|2794|T|782707
304058|2101|MILITARY SERVICE MEMBERS|69|T|782707
304057|2101|APPRENTICES AND JOURNEYMEN|15396|T|782707
301116|2101|APPRENTICE|389|T|773526
301123|2102|Agency Fee Payers|0|F|773526
301122|2101|SERVICE EMPLOYEES|3|T|773526
301121|2101|SPECIAL - MILITARY|0|F|773526
301120|2101|OTHER|27|F|773526
301119|2101|PRODUCTION WORKER|123|T|773526
301118|2101|RETIRED AND DISABLED MEMBERS|782|T|773526
301117|2101|JOURNEYMAN|1409|T|773526
304040|2101|ACTIVE MEMBERS|5161|T|782690
304042|2102|Agency Fee Payers|0|F|782690
304041|2101|RETIRED MEMBERS|594|T|782690
304192|2101|JOURNEYMEN|3275|T|782820
304196|2101|METAL TRADES|182|T|782820
304195|2101|DIVISION TRADES|37|T|782820
304194|2101|RETIREES|864|T|782820
304193|2101|APPRENTICES|758|F|782820
303876|2101|Journeymen|106|T|782619
303877|2101|Apprentices|36|T|782619
302090|2101|Mechanic|586|T|780785
302092|2101|Apprentice|135|T|780785
302091|2101|Helper|86|T|780785
304929|2101|REGULAR MEMBERS|176|T|783135
303601|2101|Apprentice|119|T|782520
303606|2101|Active Member|377|T|782520
303605|2101|In Service|1|T|782520
303604|2101|Disabled|4|T|782520
303603|2101|Honorary Member|7|T|782520
303602|2101|Retired|18|T|782520
302365|2101|BT PIPEFITTER|42|T|781952
302374|2101|RETIREES|58|T|781952
302373|2101|LIFE MEMBERS|19|T|781952
302372|2101|METAL TRADE JOURNEYMAN|1|T|781952
302371|2101|BT APPRENTICES|1|T|781952
302370|2101|BT SPRINKLER FITTERS|1|T|781952
302369|2101|BT PLUMBERS APPRENTICES|26|F|781952
302368|2101|BT REFRIG|1|T|781952
302367|2101|BT PLUMBER JOURNEYMAN|59|T|781952
302366|2101|BT PIPEFITTER REFRIG|5|T|781952
304481|2101|Journeymen,shop, mines, shipyards and apprentices|413|T|782926
301410|2101|Journeymen|418|T|777586
301412|2101|Abatement Workers|81|T|777586
301411|2101|Apprentices|107|T|777586
304230|2101|SHOP MEMBERS|88|T|782836
304231|2101|FIELD CONSTRUCTION WORKERS|239|T|782836
301936|2101|Journeyman|349|T|780690
301939|2102|Agency Fee Payers|0|F|780690
301938|2101|Retiree|238|T|780690
301937|2101|Apprentice|210|T|780690
305088|2101|FIELD CONSTRUCTION WORKERS|382|T|784388
305087|2101|PRODUCTION WORKERS|14|T|784388
304551|2101|General Membership|1455|T|782965
304553|2101|Life Members|357|T|782965
304552|2101|Apprentice|41|F|782965
302285|2101|Apprentice Members|18|F|781897
302290|2102|Agency Fee Payers|0|F|781897
302289|2101|Probationary Members|6|F|781897
302288|2101|Honorary Members|10|F|781897
302287|2101|Lifetime Members|52|F|781897
302286|2101|Journeymen Members|165|T|781897
303776|2101|A Memberships|1682|T|782583
303778|2102|Agency Fee Payers|0|F|782583
303777|2101|BA Memberships|226|F|782583
304846|2101|JOURNEYMAN IRONWORKER|323|T|783076
304852|2101|MILITARY|0|F|783076
304851|2101|PROBATIONARY|7|F|783076
304850|2101|HONORARY/DISABLED|1|T|783076
304849|2101|LIFETIME MEMBER|37|T|783076
304848|2101|RETIREE|6|T|783076
304847|2101|APPRENTICE|115|F|783076
302889|2101|Regular Members|500|T|782165
302891|2101|Life Members|129|T|782165
302890|2101|Youth/Student Members|10|T|782165
300568|2101|ACTIVE MEMBER|1844|T|756042
300572|2101|OFFICIAL MEMBER|96|F|756042
300571|2101|LIFE MEMBER|350|F|756042
300570|2101|UNEMPLOYED MEMBER|0|F|756042
300569|2101|RETIRED MEMBER|15|F|756042
301940|2101|JOURNEYMENT|298|T|780692
301943|2101|HONORARY|106|F|780692
301942|2101|PENSIONERS|129|F|780692
301941|2101|APPRENTICE|45|F|780692
302347|2101|Lifetime|209|T|781936
302343|2101|Journeymen|906|T|781936
302346|2101|Retirees|293|T|781936
302345|2101|4th and 5th year Apprentice|50|T|781936
302344|2101|1st, 2nd and 3rd year Apprentice|96|F|781936
302349|2101|Officers|24|T|781936
302348|2101|B-Book|9|T|781936
305004|2101|ACTIVE & RETIRED MEMBERS|550|T|783264
303497|2101|Active - Journeyman|159|T|782485
303501|2102|Agency Fee Payers|0|F|782485
303500|2101|Retired Free|69|T|782485
303499|2101|Apprentices (Not Fully Initiated)|14|T|782485
303498|2101|Retired - Retirees|114|T|782485
303365|2101|active members|810|T|782404
301545|2101|ACTIVE JOURNEYMEN|418|T|777786
301549|2102|Agency Fee Payers|2|F|777786
301548|2101|GOLD CARD RETIREE|23|T|777786
301547|2101|APPRENTICE|57|T|777786
301546|2101|RETIRED|200|T|777786
303101|2101|49|240|T|782276
303108|2102|Agency Fee Payers|0|F|782276
303107|2101|49L|13|T|782276
303106|2101|49R|249|T|782276
303105|2101|49D|2625|T|782276
303104|2101|49C|1602|T|782276
303103|2101|49B|9603|T|782276
303102|2101|49A|9|T|782276
303341|2101|ACTIVE AND NOT LIFE MEMBERS OR RETIREES|920|T|782374
303343|2101|RETIRED AND LIFE MEMBER|310|T|782374
303342|2101|RETIRED AND NOT LIFE MEMBER|290|T|782374
304049|2101|VOTING MEMBERS|1261|T|782698
304051|2102|Agency Fee Payers|0|F|782698
304050|2101|MEMBERS-MANAGEMENT|21|F|782698
301490|2101|Regular Members|514|T|777704
301492|2101|Youth Members|6|T|777704
301491|2101|Life Members|156|T|777704
303758|2101|Active - Journeyman|201|T|782577
303761|2101|Gold Members|36|T|782577
303760|2101|Retired|57|T|782577
303759|2101|Active - Apprentice|3|T|782577
302164|2101|"A" Members|178|T|780855
302165|2101|"BA" Members|381|T|780855
304015|2101|Apprentices|315|F|782674
304022|2101|Trainees|9|F|782674
304021|2101|Ironworkers Travelers|156|T|782674
304020|2101|Probationary|72|T|782674
304019|2101|Military|1|F|782674
304018|2101|Honorary|120|T|782674
304017|2101|Pensioners|252|T|782674
304016|2101|Journeyman|831|T|782674
301479|2101|"A" Members|483|T|777691
301481|2102|Agency Fee Payers|0|F|777691
301480|2101|"BA" Members|508|T|777691
301436|2101|APPRENTICES|24|F|777619
301435|2101|HONORARY RETIRED & WITHDRAWN|76|F|777619
301440|2101|ACTIVE|75|T|777619
301439|2101|FIRESTOP MECHANIC|0|T|777619
301438|2101|FIRESTOP HELPER|0|F|777619
301437|2101|IMPROVER|10|F|777619
302494|2101|Probationary|5|F|782011
302499|2102|Agency Fee Payers|0|F|782011
302498|2101|Honorary|19|F|782011
302497|2101|Lifetime|69|F|782011
302496|2101|Journeyman|247|T|782011
302495|2101|Apprentice|19|F|782011
302014|2101|HELPER|45|T|780738
302012|2101|JOURNEYMAN|328|T|780738
302013|2101|APPRENTICE|41|T|780738
302015|2102|Agency Fee Payers|0|F|780738
300805|2101|Active Members|46390|T|766082
300809|2102|Agency Fee Payers|11|F|766082
300808|2101|Reinstated Members|3967|T|766082
300807|2101|Life Members|17|T|766082
300806|2101|Disney Members|411|T|766082
303216|2101|JNY INSIDE WIREMAN|357|T|782313
303232|2101|APPRENTICE LINEMAN|1|T|782313
303231|2101|CABLE SPLICER|11|T|782313
303230|2101|TRANSMISSION LINEMAN|2|T|782313
303229|2101|TELEDATA|11|T|782313
303228|2101|INSTALLER II|1|T|782313
303227|2101|JOURNEYMAN TRANSMISSION TECHNICIANS (1,2,3,4,5,6,7)|44|T|782313
303226|2101|NONE|1|T|782313
303225|2101|TRUCK DRIVERS|1|T|782313
303224|2101|EQUIPMENT OPERATOR (small, large and heavy)|40|T|782313
303223|2101|GROUNDMAN II|4|T|782313
303222|2101|GROUNDMAN I|13|T|782313
303221|2101|CRANE OPERATOR|1|T|782313
303220|2101|MAINTENANCE|4|T|782313
303219|2101|JOURNEYMAN LINEMAN|30|T|782313
303218|2101|APPRENTICE WIREMAN|95|T|782313
303217|2101|IJIW|157|T|782313
304888|2101|ACTIVE OUTSIDE MEMBERS|105|T|783113
304890|2101|TELECOMMUNICATIONS MEMBERS|18|T|783113
304889|2101|ACTIVE INSIDE MEMBERS|151|T|783113
302782|2101|APPRENTICE|135|T|782132
302786|2102|Agency Fee Payers|0|F|782132
302785|2101|RETIREE|473|F|782132
302784|2101|MECHANIC|413|T|782132
302783|2101|HELPER|11|T|782132
303465|2101|"A"|364|T|782471
303467|2102|Agency Fee Payers|0|F|782471
303466|2101|"BA"|9|T|782471
303950|2101|Retiree|413|T|782646
303948|2101|Journeyman|776|T|782646
303949|2101|Apprentice|113|T|782646
303952|2102|Agency Fee Payers|0|F|782646
303951|2101|Honorary Member|136|T|782646
301477|2101|Retirees|526|F|777670
301476|2101|Active|508|T|777670
301478|2101|Probationary|67|F|777670
300561|2101|Regular|650|T|756006
300562|2102|Agency Fee Payers|0|F|756006
301720|2101|REGULAR/JOURNEYMAN|217|T|778140
301722|2101|APPRENTICES|68|T|778140
301721|2101|RETIRED|178|F|778140
301828|2101|General Machinist|2|T|780589
301852|2101|Fab Inspectors|5|T|780589
301851|2101|Assemblers|5|T|780589
301850|2101|Assemblers|21|T|780589
301849|2101|Fab Inspector|5|T|780589
301848|2101|Material Handling Specialist|1|T|780589
301847|2101|Maintenance Helper|2|T|780589
301846|2101|Maintenance Welders|1|T|780589
301845|2101|Doc Ship Assemblers|1|T|780589
301844|2101|EE Assemblers|30|T|780589
301843|2101|General Assemblers|4|T|780589
301842|2101|Test EW & SU|1|T|780589
301841|2101|Equipment Inspectors|3|T|780589
301840|2101|CMM Machinery Inspectors|5|T|780589
301839|2101|Paintors|9|T|780589
301838|2101|Shop Clerks|106|T|780589
301837|2101|Janitor|5|T|780589
301836|2101|Maintenance Milwright|10|T|780589
301835|2101|EE Technican|7|T|780589
301834|2101|Trans Utility Workers|34|T|780589
301833|2101|Blasters|4|T|780589
301832|2101|Assemblers/Machanical|77|T|780589
301831|2101|Welders|108|T|780589
301830|2101|Tool & Service Operator|2|T|780589
301829|2101|Wash & Burr Operator|4|T|780589
304585|2101|REGULAR MEMBERS|5562|T|782981
304589|2102|Agency Fee Payers|0|F|782981
304588|2101|APPRENTICES|500|T|782981
304587|2101|LIFE MEMBERS|470|T|782981
304586|2101|INDUSTRIAL MEMBERS|1107|T|782981
301322|2101|Apprentices 1st - 3rd year|110|F|777345
301325|2101|Retirees|244|T|777345
301324|2101|Journeymen|791|T|777345
301323|2101|Apprentices 4th & 5th year|115|T|777345
300535|2101|ACTIVE MEMBER|2545|T|755900
300539|2101|OFFICIAL MEMBER|167|F|755900
300538|2101|LIFE MEMBER|300|F|755900
300537|2101|UNEMPLOYED MEMBER|0|F|755900
300536|2101|RETIRED MEMBER|3|F|755900
303493|2101|CONSTRUCTION|381|T|782484
303496|2101|GOLD CARD MEMBERS|18|T|782484
303495|2101|RETIRED|117|T|782484
303494|2101|PUBLIC EMPLOYEES|274|T|782484
303454|2101|Lineman Apprentice|2|T|782469
303450|2101|Journeyman Lineman|97|T|782469
303453|2101|Apprentices|53|T|782469
303452|2101|Journeyman/Instrument Tech|3|T|782469
303451|2101|Journeyman Wireman|322|T|782469
303464|2101|Cable Puller|1|T|782469
303463|2101|Construction Wireman|3|T|782469
303462|2101|J. Wireman/J. Lineman|1|T|782469
303461|2101|J. Wireman/SubTech|3|T|782469
303460|2101|Construction Electrican|4|T|782469
303459|2101|Transmission Tech|11|T|782469
303458|2101|Substation Technician|8|T|782469
303457|2101|Groundsman|19|T|782469
303456|2101|Heavy Equip Operator|15|T|782469
303455|2101|Operators|19|T|782469
303068|2101|REGULAR DUES|452|T|782257
304651|2101|"A" Members|485|T|783022
304652|2101|"BA" Members|12|F|783022
304402|2101|917 REG DUES|554|T|782896
304413|2101|917 REGULAR C|62|T|782896
304412|2101|917 APPRENTICE - R|13|T|782896
304411|2101|917C AEDC STATIONARY|158|T|782896
304410|2101|917B AEDC STATIONARY|1|T|782896
304409|2101|917 STEWARD|24|T|782896
304408|2101|917B REG DUES|20|T|782896
304407|2101|917C RETIREES|5|T|782896
304406|2101|917B RETIREES|24|T|782896
304405|2101|917A RETIREES|1|T|782896
304404|2101|917 AEDC STATIONARY|29|T|782896
304403|2101|917 RETIREES|79|T|782896
302706|2101|Apprentice|30|T|782109
302707|2101|Mechanics|352|T|782109
304035|2101|FULL DUES PAYING MEMBERS|800|T|782685
304036|2102|Agency Fee Payers|0|F|782685
302134|2101|Journeyman Wireman|384|T|780836
302137|2101|Construction Electrician|9|T|780836
302136|2101|Construction Wireman|8|T|780836
302135|2101|Construction Apprentice|76|T|780836
304045|2101|REGULAR MEMBERS|1305|T|782692
304046|2101|RETIRED MEMBERS|428|F|782692
302507|2101|Journeyman|579|T|782016
302511|2101|Military|3|F|782016
302510|2101|Probationaries|26|F|782016
302509|2101|Lifetime Honorary|158|F|782016
302508|2101|Apprentices|145|F|782016
303173|2101|LOCAL 520|1006|T|782294
303177|2101|LOCAL 520 RA REGISTERED APPRENTICE CATEGORY|32|T|782294
303176|2101|LOCAL 520 D|82|T|782294
303175|2101|LOCAL 520 B AND C|242|T|782294
303174|2101|LOCAL 520 A|275|T|782294
300641|2101|Hand Dues members pay full dues|709|T|756332
300642|2101|Check off members pay full dues|2|T|756332
300664|2101|Local Union Members|7974|T|756370
304825|2101|Regular|639|T|783070
