OID|ACCT_TYPE|NAME|TOTAL|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|RPT_ID
137710|101|Payable to International Headquarters|20619||||777477
137709|101|Credit cards payable|6854||||777477
138649|102|All Other Accounts|||||782892
138179|101|Accounts Payable|36796||||782219
138180|102|All Other Accounts|||||782219
138694|102|All Other Accounts|||||782975
138729|102|All Other Accounts|747783|0|0|0|783016
138375|101|NONE|0|0|0|0|782527
138376|102|All Other Accounts|0|0|0|0|782527
137831|101|INDIANA, KENTUCKY, OHIO REGIONAL COUNCIL OF CARPEN|9000|1500|6000||778113
137832|102|All Other Accounts|1631||||778113
137518|102|All Other Accounts|763214|0|0|0|766144
137760|102|All Other Accounts|||||777730
137971|102|All Other Accounts|||||780861
138420|102|All Other Accounts|22278||||782593
137683|102|All Other Accounts|806|0|0|0|777223
137646|102|All Other Accounts|||||773737
138385|102|All Other Accounts|||||782539
138682|102|All Other Accounts|0|0|0|0|782947
138223|102|All Other Accounts|2310||||782265
138222|101|International Secretary-Treasurer|79805|0|0|0|782265
138679|101|Credit card payable|2921||||782940
138680|102|All Other Accounts|||||782940
138486|101|IBEW International Office Per Capita payments|41640||||782658
138488|102|All Other Accounts|||||782658
138487|101|NECA, Pension & Health payments for June|15098||||782658
138163|102|All Other Accounts|181711|0|0|0|782159
138003|102|All Other Accounts|293||||781922
138528|102|All Other Accounts|36235||||782773
138463|101|CITY OF ASHLAND|23||||782657
138485|102|All Other Accounts|||||782657
138484|101|SAMS CLUB|336||||782657
138483|101|FAST CHANGE|65||||782657
138482|101|DONATOS PIZZA|142||||782657
138481|101|USPS|26||||782657
138480|101|SHELL OIL|199||||782657
138479|101|EXPEDIA|19||||782657
138478|101|FRONTIER|175||||782657
138477|101|GRIFFITH, DELANEY, HILLAM & LETT|14646||||782657
138476|101|IRONWORKERS DISTRICT COUNCIL OF SO & V|2628||||782657
138475|101|IRONWORKERS DISTRICT COUNCIL OF SO & v|9536||||782657
138474|101|IRONWORKERS L.U. & D.C. PENSION PLAN|2340||||782657
138473|101|TIME WARNER CABLE|122||||782657
138472|101|TRI STATE BUILDING TRADES|3526||||782657
138471|101|WEST VIRGINIA STATE BUILDING CONSTRUCTION TRADES C|558||||782657
138470|101|OHIO STATE BUILDINGS CONSTRUCTION TRADES COUNCIL|506||||782657
138469|101|PITNEY BOWES GLOBAL|234||||782657
138468|101|OHIO IRON WORKERS ASSOCIATION|292||||782657
138467|101|RANDY HUNT|150||||782657
138466|101|ROY IMEL|150||||782657
138465|101|REPUBLIC SERVICES|116||||782657
138464|101|HIGH PERFORMANCE COMPUTER SERVICES|181||||782657
138053|101|I.B.E.W. LOCAL 910 PENSION FUND|6600||||782045
138065|102|All Other Accounts|0||||782045
138064|101|INTERNAL REVENUE SERVICE|653||||782045
138063|101|QUILL CO|567||||782045
138062|101|DELUXE CHECK PRINTING|383||||782045
138061|101|ALL SEASONS TEXTILE|63||||782045
138060|101|NNY CHAPTER NECA|731||||782045
138059|101|CAPITAL INE BANK|1474||||782045
138058|101|WESTELCOM|851||||782045
138057|101|I.B.E.W. COPE|30||||782045
138056|101|VERIZON WIRELESS|284||||782045
138055|101|I.B.E.W. LOCAL 910 HEALTH & WELFARE FUND|9184||||782045
138054|101|I.B.E.W. LOCAL 910 ANNUITY FUND|2600||||782045
137879|102|All Other Accounts|4517||||780651
137667|102|All Other Accounts|0|0|0|0|774030
138166|102|All Other Accounts|88063||||782162
138859|102|All Other Accounts|28899||||785302
138627|101|Payroll Taxes|2908||||782878
138631|102|All Other Accounts|722||||782878
138630|101|Work Assessment Payable|1668||||782878
138629|101|Due to Members|5680||||782878
138628|101|International Death Benefit Payable|4400||||782878
137923|102|All Other Accounts|194033||||780712
138148|101|NONE ITEMIZED|0|0|0|0|782146
138149|102|All Other Accounts|292585|0|0|0|782146
138138|101|NONE|0|0|0|0|782131
138139|102|All Other Accounts|0|0|0|0|782131
137943|101|Ironworkers Local 577 Fringe Benefits|7670||||780787
137944|102|All Other Accounts|18815||||780787
138428|102|All Other Accounts|0|0|0|0|782610
138355|101|IRON WORKERS GENERAL TREASURER|122152||||782524
138370|102|All Other Accounts|10836||||782524
138369|101|JASON WILLS|1414||||782524
138368|101|BERNARD J OSTERBERG|9074||||782524
138367|101|ANTHONY DEBEAU|2485||||782524
138366|101|RICHARD J BAUDOUX JR.|1608||||782524
138365|101|DTE ENERGY|1275||||782524
138364|101|FRED'S LANDSCAPE|4283||||782524
138363|101|ASHERKELLY ATTORNEYS|1539||||782524
138362|101|IRON WORKERS LOCAL 25|1179||||782524
138361|101|MICHIGAN BUILDING TRADES COUNCIL|2784||||782524
138360|101|MI BUILDING & CONST. TRADES COUNCIL DEFENSE|5614||||782524
138359|101|MI BUILDING & CONST. TRADES COUNCIL|27472||||782524
138358|101|GREAT LAKES DISTRICT COUNCIL|56145||||782524
138357|101|INTERNATIONAL ASSOCIATION PENSION PLAN|25964||||782524
138356|101|IRON WORKERS LOCAL 25 FRINGE BENEFIT FUND|94650||||782524
137887|101|N/A|0|0|0|0|780670
137888|102|All Other Accounts|0|0|0|0|780670
138683|102|All Other Accounts|444165|0|0|0|782950
138241|102|All Other Accounts|||||782281
137718|102|All Other Accounts|28540||||777562
137921|101|GCC|8388||||780711
137922|102|All Other Accounts|||||780711
137885|101|NONE ITEMIZED|0|0|0|0|780668
137886|102|All Other Accounts|0|0|0|0|780668
137876|102|All Other Accounts|45091||||780616
138079|101|Wyoming JATC|11||||782078
138105|102|All Other Accounts|||||782078
138104|101|Hotels.com|362||||782078
138103|101|Chets Service|89||||782078
138102|101|Big D Exxon|2||||782078
138101|101|USPS|704||||782078
138100|101|Delta Airlines|1034||||782078
138099|101|Trophy Creative|26||||782078
138098|101|Crum Electric|768||||782078
138097|101|Parkway Pizza|77||||782078
138096|101|Antlers Hotel|491||||782078
138095|101|Windy City Novelties|1318||||782078
138094|101|Loaf N Jug Gasoline|51||||782078
138093|101|DT's|164||||782078
138092|101|Bronx Pizza LLC|119||||782078
138091|101|Kum & Go Gasoline|139||||782078
138090|101|Towers West|179||||782078
138089|101|Qdoba|23||||782078
138088|101|Wyo. Chapter NECA|244||||782078
138087|101|Kelman Buescher Firm|552||||782078
138086|101|Shred It|209||||782078
138085|101|Culligan|7||||782078
138084|101|Hickey & Evans PC|100||||782078
138083|101|IBEW International Office|14209||||782078
138082|101|Lewan  & Associates|129||||782078
138081|101|Charter Communication|220||||782078
138080|101|ATT Mobility|205||||782078
137719|102|All Other Accounts|84229||||777583
138076|101|NO CA CARPENTERS REGIONAL COUNCIL|105753|0|0|0|782072
138078|102|All Other Accounts|5288|0|0|0|782072
138077|101|UNITED BROTHERHOOD OF CARPENTERS|10604|0|0|0|782072
138400|101|PAYROLL TAXES & OTHER WITHHOLDING|3988||||782572
138401|102|All Other Accounts|||||782572
137945|102|All Other Accounts|7910||||780800
138326|102|All Other Accounts|3304||||782492
138597|102|All Other Accounts|556692|0|0|0|782851
137712|102|All Other Accounts|||||777486
138731|102|All Other Accounts|||||783023
138456|101|LiUNA |6637||||782650
138459|102|All Other Accounts|22634||||782650
138458|101|Southwest Laborers District Council|8189||||782650
138457|101|Mastercard|6628||||782650
137974|102|All Other Accounts|266092||||780864
138624|101|CUENTAS POR PAGAR COOPERATIVA SPT|3540||||782873
138626|102|All Other Accounts|1585||||782873
138625|101|CUOTAS NO AFILIADOS POR PAGAR|142030||||782873
137505|102|All Other Accounts|||||766081
138421|102|All Other Accounts|||||782594
138860|102|All Other Accounts|||||785325
138698|102|All Other Accounts|||||782991
138327|101|BOARD 63 COLLECTION ACCOUNT TRUST|7570|0|0|0|782495
138329|102|All Other Accounts|402|0|0|0|782495
138328|101|IBEW|7803|0|0|0|782495
138799|102|All Other Accounts|||||783152
137983|102|All Other Accounts|30311||||780898
138517|102|All Other Accounts|3240||||782730
138278|102|All Other Accounts|42687||||782330
138133|101|NONE|0|0|0|0|782122
138134|102|All Other Accounts|0|0|0|0|782122
137440|102|All Other Accounts|8955||||756212
137722|102|All Other Accounts|34668||||777590
138289|102|All Other Accounts|14014||||782376
138674|102|All Other Accounts|31496||||782927
138587|102|All Other Accounts|2998||||782839
138551|102|All Other Accounts|9164||||782797
138296|101|Iron Workers International Association |8209||||782417
138299|102|All Other Accounts|0||||782417
138298|101|IW of WNY and Vicinity Pension Plan|5376||||782417
138297|101|IW International Association - Pension Plan|8179||||782417
138204|102|All Other Accounts|||||782252
138904|102|All Other Accounts|||||785612
138695|102|All Other Accounts|||||782978
138692|101|NONE|0|0|0|0|782973
138693|102|All Other Accounts|88763|0|0|0|782973
137770|102|All Other Accounts|0||||777778
138684|102|All Other Accounts|||||782951
137889|101|Iron Workers Local 549 and 550 Pension Plan|5719||||780684
137895|102|All Other Accounts|22427||||780684
137894|101|International Iron Workers LU DC Pension|5125||||780684
137893|101|General Treasurer|34324||||780684
137892|101|IMPACT|16968||||780684
137891|101|Great Lakes District Council (May June Per Capita)|8722||||780684
137890|101|Iron Workers Local 549 and 550 Medical Plan|5991||||780684
138386|102|All Other Accounts|0|0|0|0|782543
138512|101|IBEW 1439|6573||||782716
138514|102|All Other Accounts|||||782716
138513|101|Hammond and Shinners P.C.|98||||782716
138613|101|Columbia OmniCorp|6146|109|||782867
138617|102|All Other Accounts|1539529||||782867
138616|101|United Brotherhood of Carpenters       |768930|269604|217020||782867
138615|101|NYCDC Benefit Funds-Annuity        |79098||673||782867
138614|101|Kivvit/ASGK Public Stragies LLC|45500|15500|||782867
138379|102|All Other Accounts|46655||||782531
138396|101|Trade accounts payable|40291||||782564
138397|102|All Other Accounts|||||782564
138229|101|IABSO - IW General Treasurer|144000||||782271
138234|102|All Other Accounts|13498||||782271
138233|101|MA Building Trades Council|5644||||782271
138232|101|IWDC of NE Welfare Fund|36069||||782271
138231|101|Iron Workers District Council|200000||||782271
138230|101|Iron Workers Political Action League|13214||||782271
138066|101|NO CA CARPENTERS REGIONAL COUNCIL|81888|0|0|0|782046
138068|102|All Other Accounts|11823|0|0|0|782046
138067|101|UNITED BROTHERHOOD OF CARPENTERS|15916|0|0|0|782046
137996|101|UNITED BROTHERHOOD OF CARPENTERS|17101|0|0|0|781918
137998|102|All Other Accounts|4259|0|0|0|781918
137997|101|NO CA CARPENTERS REGIONAL COUNCIL|86861|0|0|0|781918
138107|102|All Other Accounts|||||782081
138601|102|All Other Accounts|0|0|0|0|782856
137833|102|All Other Accounts|24272||||778138
138330|102|All Other Accounts|40586||||782496
138206|101|UNITED BROTHERHOOD OF CARPENTERS|13216|0|0|0|782254
138208|102|All Other Accounts|7057|0|0|0|782254
138207|101|NO CA CARPENTERS REGIONAL COUNCIL|5615|0|0|0|782254
138195|102|All Other Accounts|285965||||782242
138839|102|All Other Accounts|12383||||784400
137989|102|All Other Accounts|||||781893
133615|101|NONE|0|0|0|0|740213
133616|102|All Other Accounts|0|0|0|0|740213
138728|102|All Other Accounts|126968||0|0|783011
138047|102|All Other Accounts|0|0|0|0|782036
137509|101|JOSEPH RODGERS|9450||||766102
137510|102|All Other Accounts|0|0|0|0|766102
138672|102|All Other Accounts|||||782913
137373|102|All Other Accounts|2616|0|0|0|755186
138048|101|NO CA CARPENTERS REGIONAL COUNCIL|92983|0|0|0|782041
138050|102|All Other Accounts|6044|0|0|0|782041
138049|101|UNITED BROTHERHOOD OF CARPENTERS|56732|0|0|0|782041
138037|102|All Other Accounts|17809||||782017
138247|101|Visa Card|6867||||782290
138248|102|All Other Accounts|||||782290
138020|102|All Other Accounts|||||781977
137935|102|All Other Accounts|0|0|0|0|780755
137597|102|All Other Accounts|||||768541
137916|102|All Other Accounts|||||780701
138829|102|All Other Accounts|||||783232
137526|102|All Other Accounts|11271|0|0|0|766167
138294|102|All Other Accounts|||||782411
138646|102|All Other Accounts|8133|0|0|0|782889
138124|101|Credit Card Payable|4575||||782110
138125|102|All Other Accounts|0||||782110
137980|102|All Other Accounts|19415||||780876
138828|102|All Other Accounts|||||783216
138515|102|All Other Accounts|0|0|0|0|782718
137637|102|All Other Accounts|634|0|0|0|773553
138158|102|All Other Accounts|||||782153
137870|102|All Other Accounts|149|0|0|0|780582
138389|102|All Other Accounts|||||782553
138132|102|All Other Accounts|||||782121
137855|102|All Other Accounts|||||780544
138811|102|All Other Accounts|13341||||783185
138021|102|All Other Accounts|1250|0|0|0|781980
138004|102|All Other Accounts|||||781924
138711|102|All Other Accounts|171495||||782997
138344|102|All Other Accounts|||||782518
138824|102|All Other Accounts|35256||||783205
138537|102|All Other Accounts|||||782781
138334|102|All Other Accounts|||||782509
137627|102|All Other Accounts|36788|0|0|0|773421
138900|102|All Other Accounts|||||785573
138804|102|All Other Accounts|0|0|0|0|783167
138188|101|Individual Member|77||||782230
138191|102|All Other Accounts|||||782230
138190|101|Chase Card Service (VISA)|2733||||782230
138189|101|Group Life Insurance Payable|60295||||782230
138769|102|All Other Accounts|0||||783083
137995|102|All Other Accounts|19459||||781916
137896|102|All Other Accounts|||||780685
138285|102|All Other Accounts|||||782365
138129|102|All Other Accounts|||||782116
137882|101|NONE ITEMIZED|0|0|0|0|780661
137883|102|All Other Accounts|0|0|0|0|780661
138681|102|All Other Accounts|24099||||782941
138142|102|All Other Accounts|||||782133
138495|102|All Other Accounts|0|0|0|0|782668
137952|102|All Other Accounts|2643||||780837
138781|102|All Other Accounts|||||783108
138424|102|All Other Accounts|0|0|0|0|782601
138202|102|All Other Accounts|26643||||782250
138012|102|All Other Accounts|54575||||781950
138553|101|WORK ASSESSMENT PAYABLE|39797||||782810
138555|102|All Other Accounts|||||782810
138554|101|PPP LOAN|331864||||782810
138460|101|Credit Card Payable|4460||||782652
138461|102|All Other Accounts|||||782652
137987|101|NONE ITEMIZED|0|0|0|0|781891
137988|102|All Other Accounts|0|0|0|0|781891
138489|102|All Other Accounts|135000||||782660
137930|102|All Other Accounts|||||780745
137761|101|Property Tax|11000||||777735
137762|102|All Other Accounts|27114||||777735
137801|101|JPLRC Payable|2934|0|0|0|777977
137805|102|All Other Accounts|0|0|0|0|777977
137804|101|Payroll Taxes Payable|1605|0|0|0|777977
137803|101|Pro-Rata Payable|10842|0|0|0|777977
137802|101|Coast Longshore Division Payable|167|0|0|0|777977
138803|102|All Other Accounts|17295||||783164
138776|101|U. A. PER CAPITA TAXES|13227|0|0|0|783099
138780|102|All Other Accounts|||||783099
138779|101|OTHER VENDORS - < $ 5,000|8211|0|0|0|783099
138778|101|LOCAL 188 FRINGE BENEFIT FUNDS - PEN,H&W,ANNUITY|9825|0|0|0|783099
138777|101|U. A. INT'L PENSION FUND|5386|0|0|0|783099
138677|102|All Other Accounts|||||782931
138724|101|Tennessee Valley Health and Welfare|5458||||783009
138727|102|All Other Accounts|||||783009
138726|101|General Pension Fund|3840||||783009
138725|101|Central Pension Fund|6400||||783009
138908|102|All Other Accounts|0|0|0|0|785661
137734|101|Guardian|41748||||777626
137735|102|All Other Accounts|||||777626
138042|102|All Other Accounts|32555||||782025
138209|102|All Other Accounts|139656|0|0|0|782255
137724|101|INTERNATIONAL PER CAPITA|16824|0|0|0|777603
137728|102|All Other Accounts|3405|0|0|0|777603
137727|101|BANK OF AMERICA CREDIT CARDS|5337|0|0|0|777603
137726|101|INTERNATIONAL ASSOCIATION PENSION|11975|0|0|0|777603
137725|101|INTERMOUNTAIN IRON WORKERS TRUST|17285|0|0|0|777603
138905|102|All Other Accounts|||||785633
138610|101|NONE|0|0|0|0|782864
138611|102|All Other Accounts|0|0|0|0|782864
137830|102|All Other Accounts|2077||||778109
133140|101|WORK RECOVERY|15501|0|0|0|737748
133141|102|All Other Accounts|479|0|0|0|737748
138119|102|All Other Accounts|109261||||782102
138306|101|NONE ITEMIZED|0|0|0|0|782463
138307|102|All Other Accounts|0|0|0|0|782463
137924|102|All Other Accounts|24207||||780715
138439|102|All Other Accounts|0|0|0|0|782621
138498|102|All Other Accounts|65510|0|0|0|782672
138254|101|NONE|0|0|0|0|782298
138255|102|All Other Accounts|0|0|0|0|782298
137865|101|NONE|0|0|0|0|780575
137866|102|All Other Accounts|||||780575
137519|102|All Other Accounts|0||||766153
138168|102|All Other Accounts|||||782166
137496|102|All Other Accounts|52431||||766026
137786|101|NONE ITEMIZED |0|0|0|0|777848
137787|102|All Other Accounts|0|0|0|0|777848
138768|102|All Other Accounts|6304|0|0|0|783081
138716|101|PER CAPITA TAXES|108146|0|0|0|783002
138720|102|All Other Accounts|||||783002
138719|101|OTHER|3150|0|0|0|783002
138718|101|TRADE COUNCIL|15240|0|0|0|783002
138717|101|NEI BENEFIT PLANS|36430|0|0|0|783002
137463|101|Work Dues/Pension Payable to AFM|7944||||757284
137467|102|All Other Accounts|||||757284
137466|101|Strike Fund Payable|4112||||757284
137465|101|Due to CMA Benefit Club|12853||||757284
137464|101|General Fund Trade Payable|13757||||757284
138224|101|NONE|0|0|0|0|782266
138225|102|All Other Accounts|0|0|0|0|782266
138792|101|IRONWORKERS INTERNATIONAL DUES|12456|0|0|0|783121
138793|102|All Other Accounts|0|0|0|0|783121
137768|102|All Other Accounts|46886|0|0|0|777751
138767|102|All Other Accounts|300948||||783075
138589|102|All Other Accounts|114479||||782843
137937|102|All Other Accounts|8337||||780758
138491|101|UNITED BROTHERHOOD OF CARPENTERS|6707|0|0|0|782662
138494|102|All Other Accounts|3709|0|0|0|782662
138493|101|UBC NATIONAL FUND|16488|0|0|0|782662
138492|101|NO CA CARPENTERS REGIONAL COUNCIL|6452|0|0|0|782662
137320|102|All Other Accounts|0|0|0|0|754735
138321|102|All Other Accounts|||||782489
138691|102|All Other Accounts|||||782970
138340|101|SERVICE EMPLOYEES INTERN'L UNION - PER CAP PMT|114647||||782515
138341|102|All Other Accounts|||||782515
137838|102|All Other Accounts|37574||||779369
137459|101|N/A|0|0|0|0|756469
137460|102|All Other Accounts|0|0|0|0|756469
137776|102|All Other Accounts|87493||||777811
138888|102|All Other Accounts|3515||||785515
138284|102|All Other Accounts|40231||||782352
138200|101|NONE|0|0|0|0|782248
138201|102|All Other Accounts|0|0|0|0|782248
138145|102|All Other Accounts|80753|0|0|0|782137
138419|102|All Other Accounts|||||782592
138150|102|All Other Accounts|40820|0|0|40820|782147
138144|102|All Other Accounts|884||||782136
138645|102|All Other Accounts|13474||||782888
138714|101|FITZSIMMONS ABRAMS |48000|0|0|0|783001
138715|102|All Other Accounts|0|0|0|0|783001
138392|102|All Other Accounts|0|0|0|0|782560
137681|101|NONE|0|0|0|0|776615
137682|102|All Other Accounts|0|0|0|0|776615
138069|102|All Other Accounts|||||782048
138412|102|All Other Accounts|||||782587
133728|102|All Other Accounts|0|0|0|0|741505
138497|102|All Other Accounts|||||782670
137486|102|All Other Accounts|521968||||765215
138264|102|All Other Accounts|12504|0|0|0|782303
138074|102|All Other Accounts|1185||||782067
138490|102|All Other Accounts|||||782661
137689|101|John Hancock|34233||||777343
137695|102|All Other Accounts|||||777343
137694|101|Debora Hagan|89386||||777343
137693|101|Nussbaum CPA LLP|19000||||777343
137692|101|Colleran O'Hara & Mills|75882||||777343
137691|101|Transport Workers Union International|55429||||777343
137690|101|Accrued Payroll and Taxes|68231||||777343
138390|102|All Other Accounts|2987||||782554
137500|102|All Other Accounts|174948|0|0||766048
138332|101|ACCOUNTS PAYABLE |6028||||782501
138333|102|All Other Accounts|||||782501
133747|102|All Other Accounts|||||741757
137938|102|All Other Accounts|||||780761
137836|102|All Other Accounts|||||779281
138675|101|Payroll taxes payable|980||||782929
138676|102|All Other Accounts|||||782929
138113|101|McDonald, Lamond & Canzoneri|67771||||782100
138118|102|All Other Accounts|151905||||782100
138117|101|The Hartford|20045||||782100
138116|101|Professional Chapter-Brigham and Women's|10463||||782100
138115|101|UBS Financial|10500||||782100
138114|101|Adventures in Advertising|9587||||782100
137672|101|ACCOUNTS PAYABLE|40067|0|0|0|776454
137675|102|All Other Accounts|||||776454
137674|101|INTERZONE PAYABLE|1020|0|0|0|776454
137673|101|SCHOLARSHIPS PAYABLE|378699|0|0|0|776454
138283|102|All Other Accounts|1415760|12427|0|0|782336
138529|101|NONE|0|0|0|0|782774
138530|102|All Other Accounts|0|0|0|0|782774
137933|102|All Other Accounts|||||780752
137774|102|All Other Accounts|||||777795
138853|102|All Other Accounts|10568||||785199
138449|102|All Other Accounts|37345|0|0|37345|782632
138343|102|All Other Accounts|0|0|0|0|782517
137925|102|All Other Accounts|||||780732
138732|102|All Other Accounts|0||||783029
138192|101|UNITED BROTHERHOOD OF CARPENTERS|5792|0|0|0|782231
138193|102|All Other Accounts|5134|0|0|0|782231
137530|102|All Other Accounts|10707|0|0|0|766189
138246|102|All Other Accounts|253696||||782288
138187|102|All Other Accounts|12829||||782226
137532|102|All Other Accounts|0|0|0|0|766202
138500|102|All Other Accounts|26930||||782680
137469|101|Wohlner, Kaplon, Cutler|750||||757293
137475|102|All Other Accounts|||||757293
137474|101|Phillips Conoco Unocal|183||||757293
137473|101|L A County Fed|143||||757293
137472|101|Exxon-Mobil|240||||757293
137471|101|Staples|210||||757293
137470|101|District 9 Pension|1752||||757293
138885|102|All Other Accounts|5897|0|0|0|785502
138331|102|All Other Accounts|654029||||782497
137652|102|All Other Accounts|||||773805
137629|102|All Other Accounts|1760||||773479
137603|102|All Other Accounts|18834|0|0|0|770860
137773|102|All Other Accounts|||||777793
138418|102|All Other Accounts|2001509||||782591
138167|102|All Other Accounts|6936||||782163
138872|101|DUE TO INTERNATIONAL UNION|410000|0|0|0|785430
138873|102|All Other Accounts|0|0|0|0|785430
137955|102|All Other Accounts|||||780845
138527|102|All Other Accounts|504021||||782766
138462|102|All Other Accounts|||||782656
137489|102|All Other Accounts|||||765243
138315|102|All Other Accounts|1427||||782476
138051|102|All Other Accounts|||||782042
138618|102|All Other Accounts|||||782868
138883|102|All Other Accounts|||||785499
138411|102|All Other Accounts|||||782586
138388|102|All Other Accounts|0|0|0|0|782551
138212|101|Various Other Payables|8148||||782256
138210|101|IW District Council So Ohio Fringe Ben|10801||||782256
138211|101|International Assoc Pension Fund|4573||||782256
138213|102|All Other Accounts|||||782256
138605|101|KLDC|6325||||782862
138607|102|All Other Accounts|19479||||782862
138606|101|GRIFFITH DELANEY HILLMAN LETT|15399||||782862
138070|102|All Other Accounts|20077||||782055
138273|102|All Other Accounts|||||782319
138562|102|All Other Accounts|11954|0|0|0|782828
138075|102|All Other Accounts|32822||||782069
137655|102|All Other Accounts|||||773863
137953|102|All Other Accounts|34191||||780839
138314|102|All Other Accounts|26718|0|0|0|782474
138805|101|American Express|1159||||783169
138809|102|All Other Accounts|||||783169
138808|101|CREDIT CARD - 3693|675||||783169
138807|101|CREDIT CARD - 1957|484||||783169
138806|101|CREDIT CARD - 0247|462||||783169
138313|102|All Other Accounts|4347||||782472
138228|102|All Other Accounts|122579||||782269
137294|102|All Other Accounts|||||754281
138404|102|All Other Accounts|||||782578
137791|101|NONE|0|0|0|0|777905
137792|102|All Other Accounts|0|0|0|0|777905
137850|101|NONE|0|0|0|0|779387
137851|102|All Other Accounts|0|0|0|0|779387
137856|101|NONE ITEMIZED|0|0|0|0|780557
137857|102|All Other Accounts|0|0|0|0|780557
138502|102|All Other Accounts|786924||||782684
138838|102|All Other Accounts|177066||||783288
137828|101|NONE ITEMIZED|0|0|0|0|778103
137829|102|All Other Accounts|0|0|0|0|778103
138712|101|PAYROLL TAXES & OTHER WITHHOLDING|1599||||782999
138713|102|All Other Accounts|||||782999
138135|102|All Other Accounts|88892||||782124
138770|102|All Other Accounts|0|0|0|0|783085
138868|102|All Other Accounts|0|0|0|0|785412
138810|102|All Other Accounts|||||783177
138874|101|Bank of Labor|625||||785453
138875|102|All Other Accounts|0||||785453
138268|102|All Other Accounts|206||||782305
138416|101|Payroll Withholdings|1036|0|0|0|782590
138417|102|All Other Accounts|||||782590
137607|101|CHECKOFF FEES DUE INTERNATIONAL|387550|0|0|0|773309
137608|102|All Other Accounts|||||773309
138499|102|All Other Accounts|||||782677
138106|102|All Other Accounts|1956||||782080
138032|102|All Other Accounts|0|0|0|0|782010
138031|101|NONE|0|0|0|0|782010
138541|102|All Other Accounts|7985||||782789
138398|102|All Other Accounts|||||782566
138177|102|All Other Accounts|31924|1857|||782211
138198|102|All Other Accounts|||||782245
138035|102|All Other Accounts|||||782013
138015|102|All Other Accounts|32943|0|0|0|781967
138265|101|ACCOUNTS PAYABLE|51059||||782304
138267|102|All Other Accounts|||||782304
138266|101|UNION BENEFITS PAYABLE|28708||||782304
138270|101|International Brotherhood of Electrical Workers|12651||||782310
138271|102|All Other Accounts|11999||||782310
138603|102|All Other Accounts|||||782859
138194|102|All Other Accounts|118627|0|0|0|782239
138722|101|Chicago Blackhawks Hockey Team, Inc.|27250|27250|||783008
138723|102|All Other Accounts|781748|1212|0|0|783008
138559|102|All Other Accounts|0||||782824
138026|101|Michigan Building and Construction Trades Council|61048|16517|22492|0|781995
138027|102|All Other Accounts|46762|0|0|0|781995
137978|102|All Other Accounts|966518||||780872
137461|102|All Other Accounts|0|0|0|0|756478
138240|102|All Other Accounts|825928|0||0|782280
138896|102|All Other Accounts|260043||||785543
138349|101|American Express|13015||||782521
138352|102|All Other Accounts|||||782521
138351|101|United Brotherhood of Carpenters|82896||||782521
138350|101|CLIC Withheld from Payroll|2377||||782521
138648|102|All Other Accounts|||||782891
138632|101|PITTA LLP |12500||||782879
138635|102|All Other Accounts|2100||||782879
138634|101|UBC AND JOINERS OF AMERICA |177076||||782879
138633|101|NYC DISTRICT COUNCIL OF CARPENTERS |188564||||782879
138302|102|All Other Accounts|0|0|0|0|782442
137939|102|All Other Accounts|||||780770
134162|102|All Other Accounts|||||744263
137677|102|All Other Accounts|||||776509
137611|101|U.A. PER CAPITA TAX|14095|0|0|0|773319
137620|102|All Other Accounts|||||773319
137619|101|VARIOUS VENDORS  < $ 5,000|5791|0|0|0|773319
137618|101|TRAVELER'S ASSESSMENTS - 1%|4846|0|0|0|773319
137617|101|U.A. INT'L ORGANIZING FUND|14824|0|0|0|773319
137616|101|CONTRACTS FOR JOBS PAYABLE|30162|0|0|0|773319
137615|101|DEATH BENEFITS PAYABLE|7500|0|0|0|773319
137614|101|FLORIDA PIPE TRADES PER CAPITA|7704|0|0|0|773319
137613|101|LOCAL 123 PENSION & HEALTH & WELFARE BENEFITS|15388|0|0|0|773319
137612|101|U.A. OFFICERS PENSION FUND|12534|0|0|0|773319
138426|101|Local 236 Central Accounting|41367||||782607
138427|102|All Other Accounts|16623||||782607
138814|101|ACCOUNTING SERVICES|1000||||783189
138822|102|All Other Accounts|||||783189
138821|101|PAYROLL TAXES|5191||||783189
138820|101|MEDICAL INSURANCE|772||||783189
138819|101|ALLOWANCE|272||||783189
138818|101|SUBSCRIPTIONS|130||||783189
138817|101|OTHER PROFESSIONAL SERVICES|650||||783189
138816|101|LEGAL SERVICES|8250||||783189
138815|101|ESTIMATED CHRISTMAS BONUS|3982||||783189
138773|101|I.S.T. - Construction Division Fund|7331||||783098
138775|102|All Other Accounts|4811||||783098
138774|101|International Brotherhood of Boilermakers|6755||||783098
137835|102|All Other Accounts|||||778591
137715|102|All Other Accounts|0||||777511
138650|102|All Other Accounts|39401||||782893
138136|101|NONE ITEMIZED|0|0|0|0|782126
138137|102|All Other Accounts|0|0|0|0|782126
138121|101|NONE|0|0|0|0|782106
138122|102|All Other Accounts|0|0|0|0|782106
137778|102|All Other Accounts|67578|67578|||777825
138402|102|All Other Accounts|15899||||782576
138108|101|UNITED BROTHERHOOD OF CARPENTERS|25692|0|0|0|782083
138111|102|All Other Accounts|5720|0|0|0|782083
138110|101|MARVIN COLLINS CONSTRUCTION|105230|0|0|0|782083
138109|101|NO CA CARPENTERS REGIONAL COUNCIL|10010|0|0|0|782083
138687|102|All Other Accounts|6305|0|0|0|782956
